Food Eaten,Steps Taken,Elapsed Time (s),Comp Time (us),Nodes Explored
0,0,0,39930,29799
0,1,0,37248,29632
0,2,0,36228,29362
0,3,0,27299,29172
0,4,0,20379,28974
0,5,0,21696,28768
0,6,0,21052,28554
0,7,0,18553,28332
0,8,0,20258,28102
0,9,0,25751,27864
0,10,0,25642,27618
0,11,0,19793,27364
0,12,0,19191,27102
0,13,0,20696,26832
0,14,0,19870,26554
0,15,0,21281,26268
0,16,0,24695,25974
0,17,0,20277,25672
0,18,0,27069,25362
0,19,0,23152,25044
0,20,0,19270,24718
0,21,0,21692,24384
0,22,0,19669,24042
0,23,0,18549,23692
0,24,0,22563,23333
0,25,0,18433,22967
0,26,0,22091,22601
0,27,0,17554,22235
0,28,0,16017,21869
0,29,0,22206,21503
0,30,0,17392,21137
0,31,0,18429,20771
0,32,0,16751,20405
0,33,0,15506,20039
0,34,0,16259,19673
0,35,0,19431,19307
0,36,0,16915,18941
0,37,0,13356,18575
0,38,0,15051,18209
0,39,0,15140,17843
0,40,0,13493,17477
0,41,0,12687,17111
0,42,0,15161,16745
0,43,0,16129,16379
0,44,0,13205,16013
0,45,0,13229,15647
0,46,0,16846,15281
0,47,0,10096,14915
0,48,0,10774,14550
0,49,0,9341,14187
0,50,0,9300,13827
0,51,0,9317,13471
0,52,1,9287,13119
0,53,1,10948,12771
0,54,1,8743,12427
0,55,1,10589,12087
0,56,1,8996,11751
0,57,1,7878,11419
0,58,1,7316,11091
0,59,1,8924,10767
0,60,1,7432,10447
0,61,1,9736,10131
0,62,1,6857,9819
0,63,1,8040,9511
0,64,1,6251,9207
0,65,1,8723,8907
0,66,1,7188,8611
0,67,1,7231,8319
0,68,1,7344,8031
0,69,1,6647,7747
0,70,1,11403,7467
0,71,1,9295,7191
0,72,1,5400,6919
0,73,1,4548,6651
0,74,1,4828,6387
0,75,1,5246,6127
0,76,1,4277,5871
0,77,1,4076,5619
0,78,1,4357,5371
0,79,1,3988,5127
0,80,1,3282,4887
0,81,1,3176,4651
0,82,1,3256,4419
0,83,1,6032,4248
0,84,1,4679,4170
0,85,1,2721,4041
0,86,1,2602,3912
0,87,1,3600,3785
0,88,1,3663,3660
0,89,1,2469,3537
0,90,1,2613,3416
0,91,1,2363,3297
0,92,1,2322,3180
0,93,1,7693,3065
0,94,1,4205,2952
0,95,1,4817,2841
0,96,1,3452,2732
0,97,1,1899,2625
0,98,1,1830,2520
0,99,1,1857,2417
0,100,1,2607,2316
0,101,1,1648,2217
0,102,1,1512,2120
0,103,1,1537,2025
0,104,1,3974,1932
0,105,1,3449,1841
0,106,1,2176,1752
0,107,1,2367,1665
0,108,1,3289,1580
0,109,1,2478,1497
0,110,1,2048,1416
0,111,1,1557,1337
0,112,1,1932,1260
0,113,1,1502,1185
0,114,1,839,1112
0,115,1,799,1041
0,116,1,787,972
0,117,1,706,905
0,118,1,648,840
0,119,1,780,777
0,120,1,811,716
0,121,1,727,657
0,122,1,689,600
0,123,1,630,545
0,124,1,583,492
0,125,1,508,441
0,126,1,457,392
0,127,1,544,345
0,128,1,560,300
0,129,1,507,257
0,130,1,444,216
0,131,1,343,177
0,132,1,270,141
0,133,1,231,109
0,134,1,193,81
0,135,1,167,57
0,136,1,139,37
0,137,1,124,22
0,138,1,131,11
0,139,1,97,4
1,140,1,15419,17262
1,141,1,13340,17244
1,142,1,12874,17222
1,143,1,13892,17198
1,144,1,12239,17172
1,145,1,28229,17144
1,146,1,15206,17114
1,147,1,12605,17082
1,148,1,13928,17048
1,149,1,13642,17012
1,150,1,12825,16974
1,151,1,11883,16934
1,152,1,13240,16892
1,153,1,15891,16848
1,154,1,18704,16802
1,155,1,15815,16754
1,156,1,25664,16704
1,157,1,17235,16652
1,158,1,12362,16598
1,159,1,20020,16542
1,160,1,20758,16484
1,161,1,17206,16424
1,162,1,13291,16362
1,163,1,11503,16298
1,164,1,11697,16232
1,165,1,11150,16164
1,166,1,10748,16094
1,167,1,17499,16022
1,168,1,13756,15948
1,169,1,12310,15872
1,170,1,13423,15794
1,171,1,12532,15714
1,172,1,11023,15632
1,173,1,13465,15548
1,174,1,12887,15462
1,175,1,10577,15374
1,176,1,11346,15284
1,177,1,11488,15192
1,178,1,11076,15098
1,179,1,11399,15002
1,180,1,11730,14953
1,181,1,15302,14885
1,182,1,10426,14815
1,183,1,10988,14743
1,184,1,11019,14669
1,185,1,10353,14593
1,186,1,10959,14515
1,187,1,12966,14435
1,188,1,9717,14353
1,189,2,10968,14269
1,190,2,10128,14183
1,191,2,10282,14095
1,192,2,11540,14005
1,193,2,13609,13913
1,194,2,9526,13818
1,195,2,12154,13717
1,196,2,14017,13610
1,197,2,13615,13497
1,198,2,13275,13378
1,199,2,12632,13253
1,200,2,15984,13122
1,201,2,12867,12985
1,202,2,8815,12842
1,203,2,9209,12693
1,204,2,11954,12538
1,205,2,16368,12377
1,206,2,8067,12210
1,207,2,12960,12037
1,208,2,8535,11858
1,209,2,10182,11673
1,210,2,9496,11482
1,211,2,7403,11285
1,212,2,11308,11082
1,213,2,16077,10873
1,214,2,14318,10658
1,215,2,12521,10437
1,216,2,12089,10210
1,217,2,11301,9977
1,218,2,10930,9736
1,219,2,11146,9495
1,220,2,10463,9256
1,221,2,10150,9019
1,222,2,11377,8784
1,223,2,12823,8551
1,224,2,5268,8320
1,225,2,5812,8091
1,226,2,7676,7864
1,227,2,5070,7639
1,228,2,5062,7416
1,229,2,5886,7195
1,230,2,4825,6976
1,231,2,4578,6759
1,232,2,4606,6544
1,233,2,4420,6331
1,234,2,4445,6120
1,235,2,5233,5911
1,236,2,3891,5704
1,237,2,4174,5499
1,238,2,3563,5296
1,239,2,4071,5095
1,240,2,3874,4896
1,241,2,2998,4700
1,242,2,2957,4508
1,243,2,5790,4320
1,244,2,2701,4136
1,245,2,2705,3956
1,246,2,2659,3780
1,247,2,2589,3608
1,248,2,2392,3440
1,249,2,2614,3276
1,250,2,3079,3116
1,251,2,2125,2960
1,252,2,1883,2808
1,253,2,1938,2660
1,254,2,1792,2516
1,255,2,1669,2376
1,256,2,1592,2240
1,257,2,4654,2108
1,258,2,2953,1980
1,259,2,4120,1856
1,260,2,3037,1736
1,261,2,1867,1620
1,262,2,1029,1508
1,263,2,1026,1400
1,264,2,1013,1296
1,265,2,1608,1196
1,266,2,1893,1100
1,267,2,1671,1008
1,268,2,1172,920
1,269,2,996,836
1,270,2,565,756
1,271,2,535,680
1,272,2,519,608
1,273,2,493,540
1,274,2,521,476
1,275,2,770,416
1,276,2,672,360
1,277,2,513,308
1,278,2,445,260
1,279,2,445,216
1,280,2,343,176
1,281,2,305,140
1,282,2,253,108
1,283,2,196,80
1,284,2,151,56
1,285,2,134,37
1,286,2,118,22
1,287,2,97,11
1,288,2,88,4
2,289,2,6905,6140
2,290,2,4372,5973
2,291,2,8823,5797
2,292,2,3910,5614
2,293,2,3641,5429
2,294,2,4016,5244
2,295,2,3346,5061
2,296,2,3769,4880
2,297,2,3254,4701
2,298,2,3340,4524
2,299,2,3631,4349
2,300,2,3069,4176
2,301,2,2675,4005
2,302,2,2446,3836
2,303,2,3121,3669
2,304,2,3989,3504
2,305,2,2162,3341
2,306,2,3869,3181
2,307,2,2702,3025
2,308,2,1965,2873
2,309,2,1876,2725
2,310,2,1747,2581
2,311,2,1714,2441
2,312,2,1660,2305
2,313,2,1790,2206
2,314,2,1472,2101
2,315,2,2602,1975
2,316,2,1451,1853
2,317,2,2630,1735
2,318,2,1219,1619
2,319,2,1130,1507
2,320,2,1086,1399
2,321,2,890,1295
2,322,2,843,1195
2,323,2,773,1099
2,324,2,700,1007
2,325,2,714,919
2,326,2,663,835
2,327,2,589,755
2,328,2,602,679
2,329,2,547,607
2,330,2,466,539
2,331,2,443,475
2,332,2,455,415
2,333,2,318,359
2,334,2,254,307
2,335,2,234,259
2,336,2,225,215
2,337,2,183,175
2,338,2,154,139
2,339,2,126,107
2,340,2,105,79
2,341,2,677,56
2,342,2,327,37
2,343,2,253,22
2,344,2,224,11
2,345,2,201,4
3,346,2,19898,21146
3,347,2,19993,20919
3,348,2,15838,20686
3,349,2,15609,20447
3,350,2,15712,20202
3,351,2,13347,19951
3,352,2,14396,19694
3,353,2,17227,19431
3,354,2,12534,19162
3,355,2,13340,18887
3,356,2,13197,18606
3,357,2,12969,18319
3,358,2,19530,18026
3,359,2,12713,17727
3,360,2,17971,17422
3,361,2,11131,17111
3,362,2,16622,16794
3,363,2,13319,16470
3,364,2,14872,16141
3,365,2,10979,15814
3,366,2,17112,15489
3,367,2,18440,15166
3,368,3,26436,14845
3,369,3,16452,14526
3,370,3,16606,14209
3,371,3,17324,13894
3,372,3,9952,13581
3,373,3,10648,13270
3,374,3,9059,12961
3,375,3,8786,12654
3,376,3,9858,12349
3,377,3,8848,12046
3,378,3,8266,11745
3,379,3,9253,11446
3,380,3,8608,11149
3,381,3,10221,10854
3,382,3,9285,10562
3,383,3,7211,10274
3,384,3,9539,9990
3,385,3,7155,9710
3,386,3,6885,9434
3,387,3,6448,9162
3,388,3,6217,8894
3,389,3,7921,8630
3,390,3,5761,8370
3,391,3,9282,8114
3,392,3,5487,7862
3,393,3,5453,7614
3,394,3,7167,7370
3,395,3,6087,7130
3,396,3,5033,6894
3,397,3,5630,6662
3,398,3,5075,6434
3,399,3,5383,6210
3,400,3,5215,5990
3,401,3,3978,5774
3,402,3,3904,5562
3,403,3,6069,5354
3,404,3,3811,5150
3,405,3,6422,4950
3,406,3,6298,4754
3,407,3,4253,4562
3,408,3,9662,4374
3,409,3,5817,4190
3,410,3,3509,4010
3,411,3,2549,3834
3,412,3,2383,3662
3,413,3,2560,3494
3,414,3,3682,3330
3,415,3,6390,3170
3,416,3,2244,3014
3,417,3,1974,2862
3,418,3,1781,2714
3,419,3,2107,2570
3,420,3,3036,2430
3,421,3,1646,2294
3,422,3,1604,2162
3,423,3,1336,2034
3,424,3,1298,1910
3,425,3,1321,1790
3,426,3,1169,1674
3,427,3,1824,1590
3,428,3,1105,1498
3,429,3,1084,1392
3,430,3,997,1290
3,431,3,1121,1192
3,432,3,1014,1098
3,433,3,1379,1006
3,434,3,1429,918
3,435,3,938,834
3,436,3,723,754
3,437,3,531,678
3,438,3,491,606
3,439,3,445,538
3,440,3,428,474
3,441,3,348,414
3,442,3,300,358
3,443,3,276,306
3,444,3,379,258
3,445,3,419,214
3,446,3,356,174
3,447,3,291,138
3,448,3,253,106
3,449,3,212,79
3,450,3,170,56
3,451,3,144,37
3,452,3,124,22
3,453,3,109,11
3,454,3,97,4
4,455,3,6986,6832
4,456,3,5554,6649
4,457,3,4722,6468
4,458,3,6345,6289
4,459,3,4398,6112
4,460,3,4318,5937
4,461,3,5237,5764
4,462,3,5085,5593
4,463,3,3747,5424
4,464,3,5850,5257
4,465,3,8819,5092
4,466,3,7615,4929
4,467,3,4017,4768
4,468,3,3695,4609
4,469,3,2949,4452
4,470,3,3212,4297
4,471,3,2898,4144
4,472,3,2867,3993
4,473,3,3130,3844
4,474,3,2689,3697
4,475,3,2504,3552
4,476,3,7002,3409
4,477,3,2985,3268
4,478,3,2503,3129
4,479,3,2127,2992
4,480,3,4513,2857
4,481,3,6827,2724
4,482,3,2113,2593
4,483,3,1740,2464
4,484,3,1556,2337
4,485,3,1636,2212
4,486,3,1458,2089
4,487,3,1391,1968
4,488,3,2498,1849
4,489,3,1482,1732
4,490,3,1243,1617
4,491,3,1470,1505
4,492,3,1225,1397
4,493,3,1295,1293
4,494,3,1776,1193
4,495,3,2324,1097
4,496,3,1013,1005
4,497,3,693,917
4,498,3,663,833
4,499,3,588,753
4,500,3,566,677
4,501,3,516,605
4,502,3,431,537
4,503,3,361,473
4,504,3,330,413
4,505,3,338,357
4,506,3,294,305
4,507,3,241,257
4,508,3,220,213
4,509,3,196,173
4,510,3,148,137
4,511,3,125,106
4,512,3,106,79
4,513,3,104,56
4,514,3,86,37
4,515,3,78,22
4,516,3,69,11
4,517,3,62,4
5,518,3,7308,7363
5,519,3,5219,7148
5,520,3,4768,6949
5,521,3,8999,6752
5,522,3,11569,6557
5,523,3,4898,6364
5,524,3,4260,6173
5,525,3,4802,5984
5,526,3,5554,5795
5,527,3,4045,5608
5,528,3,3683,5423
5,529,3,4967,5240
5,530,3,3893,5059
5,531,3,3190,4880
5,532,3,3425,4703
5,533,3,2970,4528
5,534,3,6784,4355
5,535,3,2932,4184
5,536,3,2663,4099
5,537,3,2629,4063
5,538,3,8237,4023
5,539,3,5045,3981
5,540,3,7400,3937
5,541,3,5218,3891
5,542,3,2807,3843
5,543,3,3348,3793
5,544,3,2941,3741
5,545,3,4648,3687
5,546,3,2920,3631
5,547,3,2602,3573
5,548,3,2874,3513
5,549,3,2924,3451
5,550,3,2892,3387
5,551,3,3044,3321
5,552,3,2318,3253
5,553,3,2419,3183
5,554,3,8015,3111
5,555,3,3212,3037
5,556,3,2129,2958
5,557,3,1964,2873
5,558,3,2270,2782
5,559,3,1982,2685
5,560,3,1969,2580
5,561,3,1774,2475
5,562,3,1869,2372
5,563,3,2232,2271
5,564,3,1949,2172
5,565,3,1698,2075
5,566,3,1742,1980
5,567,3,1403,1887
5,568,3,1342,1796
5,569,3,1333,1707
5,570,3,1210,1620
5,571,3,1174,1535
5,572,3,1143,1452
5,573,3,1099,1371
5,574,3,1015,1292
5,575,3,1283,1215
5,576,3,1951,1140
5,577,3,1564,1067
5,578,3,876,996
5,579,3,727,927
5,580,3,691,860
5,581,3,707,795
5,582,3,583,732
5,583,3,528,671
5,584,3,490,612
5,585,3,476,555
5,586,3,467,500
5,587,3,384,447
5,588,3,342,396
5,589,3,306,347
5,590,3,316,300
5,591,3,272,255
5,592,3,224,212
5,593,3,191,172
5,594,3,157,137
5,595,3,157,106
5,596,3,137,79
5,597,3,108,56
5,598,3,93,37
5,599,3,70,22
5,600,3,73,11
5,601,3,55,4
6,602,3,20314,24740
6,603,3,22480,24740
6,604,3,25017,24740
6,605,3,21728,24740
6,606,3,19521,24740
6,607,3,19752,24740
6,608,3,27647,24740
6,609,3,20663,24740
6,610,3,20298,24740
6,611,3,22268,24740
6,612,4,22789,24740
6,613,4,20058,24740
6,614,4,19309,24740
6,615,4,19945,24740
6,616,4,20854,24740
6,617,4,19840,24740
6,618,4,17588,24740
6,619,4,18377,24740
6,620,4,19954,24740
6,621,4,23382,24740
6,622,4,25616,24740
6,623,4,17523,24740
6,624,4,19056,24740
6,625,4,22755,24740
6,626,4,36429,24740
6,627,4,16718,24740
6,628,4,18202,24740
6,629,4,19129,24740
6,630,4,19933,24740
6,631,4,17058,24740
6,632,4,19084,24740
6,633,4,18607,24740
6,634,4,23551,24737
6,635,4,19738,24730
6,636,4,18456,24719
6,637,4,18389,24704
6,638,4,18898,24685
6,639,4,20701,24662
6,640,4,17357,24635
6,641,4,19737,24601
6,642,4,17159,24559
6,643,4,21967,24509
6,644,4,19654,24451
6,645,4,17507,24385
6,646,4,32082,24311
6,647,4,21472,24229
6,648,4,18418,24139
6,649,4,25131,24041
6,650,4,17720,23935
6,651,4,16552,23821
6,652,4,20159,23699
6,653,4,18289,23569
6,654,4,18220,23431
6,655,4,19358,23285
6,656,4,16948,23131
6,657,4,22617,22969
6,658,4,21454,22799
6,659,4,18697,22621
6,660,4,21386,22435
6,661,4,20505,22241
6,662,5,32001,22039
6,663,5,37909,21829
6,664,5,25812,21611
6,665,5,19547,21385
6,666,5,24338,21151
6,667,5,18170,20909
6,668,5,17533,20659
6,669,5,23547,20401
6,670,5,14786,20135
6,671,5,17245,19861
6,672,5,14363,19579
6,673,5,15287,19289
6,674,5,18746,18991
6,675,5,18439,18686
6,676,5,14317,18375
6,677,5,29141,18058
6,678,5,22583,17735
6,679,5,20096,17406
6,680,5,18095,17071
6,681,5,18392,16730
6,682,5,12973,16381
6,683,5,12446,16032
6,684,5,12282,15685
6,685,5,12042,15340
6,686,5,11841,14997
6,687,5,12792,14656
6,688,5,10842,14317
6,689,5,9459,13981
6,690,5,10888,13649
6,691,5,10980,13321
6,692,5,9141,12997
6,693,5,11228,12677
6,694,5,10218,12361
6,695,5,9802,12049
6,696,5,11807,11741
6,697,5,10360,11437
6,698,5,21649,11137
6,699,5,7668,10841
6,700,5,9392,10549
6,701,5,8531,10261
6,702,5,9941,9977
6,703,5,15912,9697
6,704,5,7454,9421
6,705,5,6748,9149
6,706,5,6249,8881
6,707,5,6081,8617
6,708,5,7188,8357
6,709,5,6957,8101
6,710,5,5818,7849
6,711,5,15095,7601
6,712,5,8377,7357
6,713,5,5174,7117
6,714,5,9276,6881
6,715,5,8782,6649
6,716,5,5815,6421
6,717,5,4385,6197
6,718,5,4572,5977
6,719,5,5463,5761
6,720,5,4712,5549
6,721,5,3805,5341
6,722,5,3685,5137
6,723,5,4474,4937
6,724,5,3186,4741
6,725,5,5493,4549
6,726,5,5976,4361
6,727,5,3975,4177
6,728,5,2690,3997
6,729,5,2578,3821
6,730,5,4209,3649
6,731,5,2531,3481
6,732,5,3487,3317
6,733,5,3444,3157
6,734,5,2245,3001
6,735,5,5683,2849
6,736,5,3858,2701
6,737,5,2756,2557
6,738,5,2040,2417
6,739,5,1727,2281
6,740,5,2000,2149
6,741,5,1527,2021
6,742,5,1367,1897
6,743,5,1325,1777
6,744,5,1203,1661
6,745,5,1606,1549
6,746,5,2789,1441
6,747,5,2341,1337
6,748,5,1071,1237
6,749,5,1036,1141
6,750,5,3149,1072
6,751,5,2092,989
6,752,5,1179,903
6,753,5,1163,821
6,754,5,1755,743
6,755,5,1291,669
6,756,5,602,599
6,757,5,513,533
6,758,5,571,471
6,759,5,471,411
6,760,5,383,355
6,761,5,327,303
6,762,5,291,255
6,763,5,236,211
6,764,5,212,172
6,765,5,182,137
6,766,5,152,106
6,767,5,130,79
6,768,5,115,56
6,769,5,109,37
6,770,5,84,22
6,771,5,78,11
6,772,5,72,4
7,773,5,14355,9867
7,774,5,8026,9810
7,775,5,9520,9745
7,776,5,7550,9674
7,777,5,9058,9597
7,778,5,6456,9514
7,779,5,7693,9425
7,780,5,8464,9330
7,781,5,7671,9229
7,782,5,7584,9122
7,783,5,9725,9009
7,784,6,6391,8890
7,785,6,5732,8765
7,786,6,9175,8634
7,787,6,6101,8497
7,788,6,10083,8354
7,789,6,6049,8205
7,790,6,6952,8050
7,791,6,5925,7889
7,792,6,5814,7722
7,793,6,7297,7549
7,794,6,6652,7370
7,795,6,5725,7186
7,796,6,6645,6998
7,797,6,5007,6806
7,798,6,5915,6610
7,799,6,6417,6410
7,800,6,4726,6206
7,801,6,5215,5998
7,802,6,4869,5784
7,803,6,4410,5572
7,804,6,3875,5364
7,805,6,5594,5160
7,806,6,7638,4960
7,807,6,6945,4764
7,808,6,7831,4572
7,809,6,6444,4384
7,810,6,5252,4200
7,811,6,3269,4020
7,812,6,2732,3844
7,813,6,2942,3672
7,814,6,2847,3504
7,815,6,3336,3340
7,816,6,2460,3180
7,817,6,2024,3024
7,818,6,1946,2872
7,819,6,2070,2724
7,820,6,1882,2580
7,821,6,1771,2475
7,822,6,1724,2354
7,823,6,1691,2220
7,824,6,1645,2090
7,825,6,1434,1964
7,826,6,1400,1842
7,827,6,1197,1724
7,828,6,1156,1610
7,829,6,1049,1500
7,830,6,992,1394
7,831,6,900,1290
7,832,6,858,1190
7,833,6,792,1094
7,834,6,733,1002
7,835,6,694,914
7,836,6,616,830
7,837,6,596,750
7,838,6,524,674
7,839,6,517,602
7,840,6,462,534
7,841,6,441,470
7,842,6,407,410
7,843,6,481,354
7,844,6,550,302
7,845,6,468,254
7,846,6,401,211
7,847,6,346,172
7,848,6,309,137
7,849,6,166,106
7,850,6,134,79
7,851,6,117,56
7,852,6,107,37
7,853,6,96,22
7,854,6,378,11
7,855,6,70,4
8,856,6,13133,16374
8,857,6,11495,15946
8,858,6,11869,15675
8,859,6,13877,15406
8,860,6,13388,15139
8,861,6,13086,14874
8,862,6,10082,14611
8,863,6,15046,14350
8,864,6,12884,14091
8,865,6,13344,13834
8,866,6,12588,13579
8,867,6,10656,13324
8,868,6,11141,13071
8,869,6,19980,12820
8,870,6,9332,12571
8,871,6,14022,12324
8,872,6,16042,12079
8,873,6,9984,11836
8,874,6,8597,11595
8,875,6,18136,11475
8,876,6,10727,11423
8,877,6,8240,11367
8,878,6,8600,11309
8,879,6,9610,11249
8,880,6,8870,11187
8,881,6,11593,11123
8,882,6,10696,11057
8,883,6,9607,10986
8,884,6,10183,10909
8,885,6,9111,10826
8,886,6,7300,10737
8,887,6,7036,10642
8,888,6,7035,10541
8,889,6,10895,10434
8,890,6,20410,10321
8,891,6,14027,10202
8,892,6,13027,10077
8,893,6,6641,9946
8,894,6,7515,9809
8,895,6,7001,9666
8,896,6,10522,9517
8,897,6,14951,9362
8,898,6,16586,9201
8,899,6,6797,9034
8,900,6,6544,8861
8,901,6,5915,8682
8,902,6,6065,8497
8,903,6,9300,8306
8,904,6,7320,8109
8,905,6,7840,7906
8,906,6,5614,7697
8,907,6,5997,7482
8,908,6,5452,7260
8,909,6,4892,7033
8,910,6,5318,6808
8,911,6,4642,6585
8,912,6,4426,6364
8,913,6,4168,6145
8,914,6,3923,5928
8,915,6,4019,5713
8,916,6,3847,5501
8,917,6,5276,5293
8,918,6,3948,5089
8,919,6,5893,4889
8,920,6,3888,4693
8,921,6,3729,4501
8,922,6,3118,4313
8,923,6,3251,4129
8,924,6,3591,3949
8,925,6,2722,3773
8,926,6,2618,3601
8,927,6,2606,3433
8,928,6,2508,3269
8,929,6,2825,3109
8,930,6,3120,2953
8,931,6,6553,2801
8,932,6,5051,2653
8,933,6,2969,2509
8,934,6,2193,2369
8,935,6,1721,2233
8,936,6,1509,2101
8,937,6,1429,1973
8,938,6,1342,1849
8,939,6,1406,1729
8,940,6,1179,1613
8,941,6,1102,1501
8,942,6,1041,1393
8,943,6,1295,1289
8,944,6,856,1189
8,945,6,1146,1093
8,946,6,934,1001
8,947,6,749,913
8,948,6,715,829
8,949,6,612,749
8,950,6,524,673
8,951,6,523,601
8,952,6,420,533
8,953,6,375,469
8,954,6,347,409
8,955,6,323,353
8,956,6,308,301
8,957,6,277,254
8,958,6,227,211
8,959,6,197,172
8,960,6,168,137
8,961,6,146,106
8,962,6,123,79
8,963,6,107,56
8,964,6,88,37
8,965,6,76,22
8,966,6,67,11
8,967,6,60,4
9,968,6,35886,33377
9,969,6,30307,33377
9,970,6,29118,33377
9,971,7,31464,33377
9,972,7,26460,33377
9,973,7,23918,33377
9,974,7,22714,33377
9,975,7,25639,33377
9,976,7,35598,33377
9,977,7,36771,33377
9,978,7,29371,33377
9,979,7,28691,33377
9,980,7,37761,33377
9,981,7,25959,33377
9,982,7,27659,33377
9,983,7,25126,33377
9,984,7,25396,33377
9,985,7,23797,33377
9,986,7,27371,33377
9,987,7,28064,33377
9,988,7,24327,33377
9,989,7,32323,33377
9,990,7,34099,33377
9,991,7,26335,33377
9,992,7,47288,33377
9,993,7,29070,33377
9,994,7,35892,33377
9,995,7,25600,33377
9,996,7,32155,33377
9,997,7,31767,33377
9,998,7,27325,33377
9,999,7,26793,33377
9,1000,7,25851,33374
9,1001,7,31977,33367
9,1002,7,26695,33356
9,1003,7,26448,33341
9,1004,7,33670,33322
9,1005,8,31671,33299
9,1006,8,25354,33272
9,1007,8,27894,33241
9,1008,8,26639,33206
9,1009,8,27117,33167
9,1010,8,27228,33124
9,1011,8,34578,33077
9,1012,8,27692,33026
9,1013,8,36527,32971
9,1014,8,28616,32912
9,1015,8,25776,32849
9,1016,8,27291,32782
9,1017,8,24205,32711
9,1018,8,25821,32636
9,1019,8,23803,32557
9,1020,8,24945,32474
9,1021,8,40678,32387
9,1022,8,39233,32296
9,1023,8,38743,32201
9,1024,8,33022,32102
9,1025,8,26303,31999
9,1026,8,22128,31892
9,1027,8,25390,31781
9,1028,8,23244,31663
9,1029,8,25800,31537
9,1030,8,22822,31403
9,1031,8,27174,31261
9,1032,8,29448,31111
9,1033,8,43444,30953
9,1034,8,27459,30787
9,1035,8,26021,30613
9,1036,8,22456,30431
9,1037,8,21820,30241
9,1038,8,27311,30043
9,1039,8,30983,29837
9,1040,9,21826,29623
9,1041,9,23549,29401
9,1042,9,27767,29171
9,1043,9,20340,28933
9,1044,9,22404,28687
9,1045,9,22709,28433
9,1046,9,23580,28171
9,1047,9,26592,27901
9,1048,9,24190,27623
9,1049,9,25961,27337
9,1050,9,20945,27043
9,1051,9,34311,26741
9,1052,9,28721,26431
9,1053,9,19675,26113
9,1054,9,19124,25787
9,1055,9,22523,25453
9,1056,9,21313,25111
9,1057,9,21376,24761
9,1058,9,20214,24402
9,1059,9,22063,24036
9,1060,9,20115,23670
9,1061,9,23054,23304
9,1062,9,17859,22938
9,1063,9,19696,22572
9,1064,9,17171,22206
9,1065,9,17665,21840
9,1066,9,18083,21474
9,1067,9,20484,21108
9,1068,9,28468,20742
9,1069,9,31273,20376
9,1070,9,30207,20010
9,1071,9,33641,19644
9,1072,9,25598,19278
9,1073,9,22619,18912
9,1074,9,23115,18546
9,1075,9,13965,18180
9,1076,9,15037,17814
9,1077,9,12727,17448
9,1078,9,15921,17082
9,1079,9,13099,16716
9,1080,9,15579,16350
9,1081,9,13419,15984
9,1082,9,10708,15618
9,1083,9,10962,15252
9,1084,9,15316,14887
9,1085,9,12911,14524
9,1086,9,13632,14163
9,1087,9,11092,13804
9,1088,10,10470,13447
9,1089,10,10033,13092
9,1090,10,9641,12739
9,1091,10,11303,12388
9,1092,10,9545,12039
9,1093,10,9456,11692
9,1094,10,8342,11456
9,1095,10,9738,11393
9,1096,10,8716,11263
9,1097,10,8700,11131
9,1098,10,7730,10997
9,1099,10,8053,10861
9,1100,10,7391,10723
9,1101,10,9473,10583
9,1102,10,6802,10441
9,1103,10,9211,10297
9,1104,10,7327,10151
9,1105,10,8562,10003
9,1106,10,7006,9853
9,1107,10,7451,9701
9,1108,10,6761,9547
9,1109,10,9713,9391
9,1110,10,6680,9233
9,1111,10,10426,9073
9,1112,10,12341,8911
9,1113,10,6801,8747
9,1114,10,6710,8581
9,1115,10,7242,8413
9,1116,10,8045,8242
9,1117,10,7273,8063
9,1118,10,5468,7884
9,1119,10,5499,7707
9,1120,10,7019,7532
9,1121,10,5734,7359
9,1122,10,5513,7188
9,1123,10,6125,7019
9,1124,10,12136,6852
9,1125,10,11219,6687
9,1126,10,7968,6524
9,1127,10,6247,6363
9,1128,10,5512,6204
9,1129,10,6405,6047
9,1130,10,4375,5892
9,1131,10,4317,5739
9,1132,10,4488,5588
9,1133,10,4533,5439
9,1134,10,3663,5292
9,1135,10,3620,5147
9,1136,10,3853,5004
9,1137,10,3781,4863
9,1138,10,3292,4724
9,1139,10,3251,4587
9,1140,10,5162,4452
9,1141,10,7014,4319
9,1142,10,3559,4188
9,1143,10,3146,4059
9,1144,10,2662,3932
9,1145,10,7402,3807
9,1146,10,8488,3684
9,1147,10,7108,3563
9,1148,10,4631,3444
9,1149,10,4147,3327
9,1150,10,4927,3212
9,1151,10,3400,3099
9,1152,10,2776,2988
9,1153,10,3839,2879
9,1154,10,2868,2772
9,1155,10,3734,2667
9,1156,10,2382,2564
9,1157,10,2235,2463
9,1158,10,2470,2364
9,1159,10,1988,2267
9,1160,10,4510,2172
9,1161,10,1799,2079
9,1162,10,1421,1988
9,1163,10,1430,1899
9,1164,10,1420,1812
9,1165,10,1332,1727
9,1166,10,1292,1644
9,1167,10,1214,1563
9,1168,10,1080,1484
9,1169,10,1094,1407
9,1170,10,3772,1332
9,1171,10,3260,1259
9,1172,10,2234,1188
9,1173,10,1519,1119
9,1174,10,1409,1052
9,1175,10,1489,987
9,1176,10,1389,924
9,1177,10,1372,863
9,1178,10,1314,804
9,1179,10,1013,747
9,1180,10,1061,692
9,1181,10,897,639
